0.005,0.007,0.007,0.01,0.015,0.02,0.032,0.059,0.108,0.207,0.399,0.784,1.56,3.086,6.257,12.412,24.831,49.62,99.841,200.93,398.605
0.004,0.006,0.007,0.006,0.009,0.016,0.02,0.034,0.053,0.114,0.2,0.412,0.792,1.564,3.15,6.222,12.586,25.219,51.127,99.744,201.659
0.002,0.004,0.005,0.005,0.009,0.011,0.015,0.02,0.032,0.057,0.102,0.215,0.42,0.796,1.655,3.244,6.482,13.04,25.842,51.819,103.347
0.004,0.004,0.004,0.006,0.007,0.009,0.009,0.014,0.021,0.031,0.055,0.112,0.207,0.425,0.942,1.806,3.426,6.643,13.286,27.237,53.45
0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.011,0.011,0.019,0.035,0.072,0.12,0.313,0.466,1.105,2.102,3.858,7.572,14.183,28.826
0.004,0.004,0.004,0.005,0.004,0.006,0.007,0.009,0.007,0.014,0.022,0.075,0.083,0.163,0.313,0.63,1.232,2.494,4.154,9.346,16.451
0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.013,0.022,0.041,0.078,0.148,0.293,0.645,1.217,2.453,4.082,8.741
